BLE Address: 5971E122EFC00
time	ax	ay	az	gx	gy	gz	mx	my	mz

07/18/2025 14:03:40.666	0.953064	-0.23912	0.180072	0.35	1.75	5.635	-0.4395	-0.855	-0.315
07/18/2025 14:03:40.686	0.941352	-0.183	0.167628	4.445	2.03	4.585	-0.4395	-0.846	-0.2985
07/18/2025 14:03:40.706	0.954284	-0.21228	0.17568	3.29	1.05	3.64	-0.4455	-0.852	-0.303
07/18/2025 14:03:40.726	0.956236	-0.1891	0.18544	3.045	1.575	2.555	-0.441	-0.855	-0.3
07/18/2025 14:03:40.746	0.958432	-0.19764	0.189832	1.155	1.925	2.065	-0.4425	-0.858	-0.2985
07/18/2025 14:03:40.766	0.970144	-0.247172	0.179828	-3.57	1.05	2.135	-0.4425	-0.858	-0.2985
07/18/2025 14:03:40.786	0.959164	-0.209596	0.185196	0.525	2.205	1.61	-0.4425	-0.858	-0.2985
07/18/2025 14:03:40.806	0.9577	-0.24766	0.175924	-0.42	1.33	2.345	-0.4425	-0.849	-0.297
07/18/2025 14:03:40.826	0.96136	-0.238876	0.17568	0.105	0.665	2.94	-0.4215	-0.837	-0.3
07/18/2025 14:03:40.846	0.948916	-0.220088	0.180316	3.395	0.77	1.365	-0.432	-0.84	-0.291
07/18/2025 14:03:40.866	0.935252	-0.209596	0.167872	5.32	0.595	0.805	-0.4275	-0.825	-0.303
07/18/2025 14:03:40.886	0.951356	-0.219112	0.183976	5.32	-1.4	-0.245	-0.4125	-0.8235	-0.294
07/18/2025 14:03:40.906	0.9455	-0.22936	0.193492	4.375	-1.54	-0.77	-0.411	-0.81	-0.2835
07/18/2025 14:03:40.926	0.9577	-0.240096	0.190564	4.27	-1.89	-1.12	-0.4035	-0.8145	-0.282
07/18/2025 14:03:40.946	0.954284	-0.227164	0.181048	8.085	-2.24	-1.68	-0.417	-0.81	-0.2805
07/18/2025 14:03:40.966	0.969168	-0.237412	0.20252	2.835	-3.57	-2.52	-0.4065	-0.8175	-0.2715
07/18/2025 14:03:40.986	0.961116	-0.220088	0.192028	2.45	-2.1	-2.415	-0.405	-0.807	-0.258
07/18/2025 14:03:41.006	0.971852	-0.229848	0.18544	0.525	-1.68	-1.68	-0.4035	-0.807	-0.252
07/18/2025 14:03:41.026	0.975512	-0.23668	0.190808	0.21	-0.56	-1.33	-0.4095	-0.828	-0.2385
07/18/2025 14:03:41.046	0.961848	-0.233752	0.194468	1.155	0.28	-1.015	-0.411	-0.8235	-0.2355
07/18/2025 14:03:41.066	0.95282	-0.221552	0.197396	2.415	0.84	-0.63	-0.4005	-0.825	-0.2475
07/18/2025 14:03:41.086	0.953552	-0.21106	0.202032	0.945	0.14	-0.63	-0.405	-0.816	-0.2475
07/18/2025 14:03:41.106	0.955016	-0.238876	0.196176	-1.925	0	-0.91	-0.399	-0.8295	-0.2415
07/18/2025 14:03:41.126	0.955016	-0.233508	0.204716	0.14	0.07	-0.98	-0.402	-0.8265	-0.243
